station_id,lat,lon,page,details
ISRO0869,18.42,84.05,23,PRADESH 9-22 0-31 139 M.R.O.Office  Narsannapet ANDHRA  PRADESH 15F365 ISRO0869 18.42 84.05  2009-10-01 2018-05-31 HOURL
ISRO0870,18.42,84.05,23,9-22 0-31 139 M.R.O.Office  Narsannapet ANDHRA  PRADESH 15F365 ISRO0869 18.42 84.05  2009-10-01 2018-05-31 HOURLY 140 M.
ISRO0871,18.78,84.41,23,2018-05-31 HOURLY 140 M.R.O.Office  PALASA ANDHRA  PRADESH 15F366 ISRO0870 18.78 84.41  2010-03-05 2018-12-21 HOURLY 141
ISRO0872,18.74,84.08,23,2018-12-21 HOURLY 141 The  Tahsildar-Pathapatnam  Mandal- ANDHRA  PRADESH 15F367 ISRO0871 18.74 84.08  2010-03-05 2018-1
ISRO0873,18.45,83.66,23,2018-12-22 HOURLY 142 M.R.O.Office  Rajam  mandal ANDHRA  PRADESH 15F368 ISRO0872 18.45 83.66  2010-03-06 2018-12-27 HOU
ISRO0874,18.21,83.69,23,2018-12-27 HOURLY 143 M.R.O.Office  Ranastalam  mandal ANDHRA  PRADESH 15F369 ISRO0873 18.21 83.69  2010-03-05 2017-11-0
ISRO0875,18.94,84.58,24,145 M.R.O.Office  sompet ANDHRA  PRADESH 15F36B ISRO0875 18.94 84.58  2010-03-05 2018-05-19 HOURLY 146 M.R.O.Office  Opp
ISRO0876,18.94,84.58,24,145 M.R.O.Office  sompet ANDHRA  PRADESH 15F36B ISRO0875 18.94 84.58  2010-03-05 2018-05-19 HOURLY 146 M.R.O.Office  Opp
ISRO0877,18.31,83.89,24,"2018-05-19 HOURLY 146 M.R.O.Office  Opp  BusStand,Srikakulam ANDHRA  PRADESH 15F36C ISRO0876 18.31 83.89  2009-08-05 201"
ISRO0878,18.69,83.6,24,2011-10-26 HOURLY 147 M.R.O.Office  Veeraghattam ANDHRA  PRADESH 15F36D ISRO0877 18.69 83.60  2009-08-05 2018-06-17 HOUR
ISRO0879,17.89,83.45,24,2018-06-17 HOURLY 148 The  Tahsildar-Bheemunipatnam  Mandal- ANDHRA  PRADESH 15F36E ISRO0878 17.89 83.45  2010-03-05 201
ISRO0880,18.49,83.39,24,"2017-12-07 HOURLY 149 Tasildar  office,chintapally  mandal ANDHRA  PRADESH 15F36F ISRO0879 18.49 83.39  2009-09-30 2018-"
ISRO0881,17.41,82.73,24,"2018-12-27 HOURLY 150 MRO  OFFICE,NAKKAPALLY ANDHRA  PRADESH 15F370 ISRO0880 17.41 82.73  2009-09-29 2018-12-29 HOURLY 1"
ISRO0882,17.46,82.93,25,"152 TASILDAR  OFFICE  ,rampally ANDHRA  PRADESH 15F372 ISRO0882 17.46 82.93  2009-08-22 2018-12-31 HOURLY 153 The  Tahsi"
ISRO0883,17.46,82.93,25,"152 TASILDAR  OFFICE  ,rampally ANDHRA  PRADESH 15F372 ISRO0882 17.46 82.93  2009-08-22 2018-12-31 HOURLY 153 The  Tahsi"
ISRO0884,17.79,83.13,25,2018-12-31 HOURLY 153 The  Tahsildar-Sabbavaram  Mandal- ANDHRA  PRADESH 15F373 ISRO0883 17.79 83.13  2010-03-05 2018-12
ISRO0885,17.55,82.86,25,2018-12-28 HOURLY 154 Mandal  Revenue  Office  Yelamanchali  Mandal ANDHRA  PRADESH 15F374 ISRO0884 17.55 82.86  2009-08
ISRO0886,18.49,83.39,25,2017-11-10 HOURLY 155 M.R.O.Office  datirajeru  mandal ANDHRA  PRADESH 15F375 ISRO0885 18.49 83.39  2009-09-22 2017-11-0
ISRO0887,18.86,83.55,25,2017-11-08 HOURLY 156 Kurupam  Mandal ANDHRA  PRADESH 15F376 ISRO0886 18.86 83.55  2009-09-22 2018-12-26 HOURLY 157 The 
ISRO0888,18.47,83.11,25,2018-12-26 HOURLY 157 The  Tahsildar-Pachipenta  Mandal- ANDHRA  PRADESH 15F377 ISRO0887 18.47 83.11  2010-03-05 2017-11
ISRO0889,18.52,83.2,26,hipuram  Mandal- PRADESH 3-05 5-19 159 The  Tahsildar-Salur  Mandal- ANDHRA  PRADESH 15F379 ISRO0889 18.52 83.20  2010-0
ISRO0890,18.52,83.2,26,3-05 5-19 159 The  Tahsildar-Salur  Mandal- ANDHRA  PRADESH 15F379 ISRO0889 18.52 83.20  2010-03-05 2019-01-02 HOURLY 16
ISRO0891,18.23,83.37,26,"2019-01-02 HOURLY 160 The  Tahsildar,Seethanagaram  Mandal, ANDHRA  PRADESH 15F37A ISRO0890 18.23 83.37  2009-09-22 2018"
ISRO0892,18.11,83.1,26,2018-12-26 HOURLY 161 The  Tahsildar-Srungavarapukota  Mandal- ANDHRA  PRADESH 15F37B ISRO0891 18.11 83.10  2010-06-26 2
ISRO0893,18.04,83.27,26,2017-11-05 HOURLY 162 The  Tahsildar-Vizianagaram  Mandal- ANDHRA  PRADESH 15F37C ISRO0892 18.04 83.27  2010-03-05 2019-
ISRO0894,18.32,80.42,26,2019-10-16 HOURLY 163 M.R.O.Office  Atur  nagaram ANDHRA  PRADESH 15F37D ISRO0893 18.32 80.42  2009-09-22 2017-10-10 HOU
ISRO0895,17.76,79.58,27,165 The  Tahsildar-Vardannapet  Mandal- ANDHRA  PRADESH 15F37F ISRO0895 17.76 79.58  2010-03-05 2017-11-10 HOURLY 166 M.
ISRO0896,17.76,79.58,27,165 The  Tahsildar-Vardannapet  Mandal- ANDHRA  PRADESH 15F37F ISRO0895 17.76 79.58  2010-03-05 2017-11-10 HOURLY 166 M.
ISRO0897,16.59,81.39,27,2017-11-10 HOURLY 166 M.R.O.Office  Akiveedu ANDHRA  PRADESH 15F380 ISRO0896 16.59 81.39  2009-09-22 2017-11-24 HOURLY 1
ISRO0898,16.43,81.44,27,2017-11-24 HOURLY 167 M.R.O.Office  mogathuru ANDHRA  PRADESH 15F381 ISRO0897 16.43 81.44  2009-09-22 2018-12-15 HOURLY 
ISRO0899,16.64,81.04,27,2018-12-15 HOURLY 168 M.R.O.Office  Pedda  padu  mandal ANDHRA  PRADESH 15F382 ISRO0898 16.64 81.04  2009-09-22 2017-10-
ISRO0900,16.66,81.74,27,2017-10-28 HOURLY 169 M.R.O.Office  Penugonda  taluka ANDHRA  PRADESH 15F383 ISRO0899 16.66 81.74  2009-09-22 2018-12-14
ISRO0990,16.64,81.66,27,2018-12-14 HOURLY 170 The  Tahsildar-Penumantra  Mandal- ANDHRA  PRADESH 15F384 ISRO0900 16.64 81.66  2010-08-15 2018-12
ISRO0991,16.85,79.97,28,"172 ANGRAU  ARS-Kampa  sagar-Miryalguda  ,  site  at  Baba  s ANDHRA  PRADESH 15F3DF ISRO0991 16.85 79.97  2010-03-05 20"
ISRO0992,16.85,79.97,28,"172 ANGRAU  ARS-Kampa  sagar-Miryalguda  ,  site  at  Baba  s ANDHRA  PRADESH 15F3DF ISRO0991 16.85 79.97  2010-03-05 20"
ISRO0993,16.5,80.66,28,2018-12-29 HOURLY 173 DTE-Govt.  Polytechnic ANDHRA  PRADESH 15F3E0 ISRO0992 16.50 80.66  2010-11-27 2014-06-01 HOURLY 1
ISRO1098,17.71,83.27,28,2014-06-01 HOURLY 174 ND  yard  CMO  HQ  Esatern  navel  CNB ANDHRA  PRADESH 15F3E1 ISRO0993 17.71 83.27  2010-03-04 201
ISRO1249,16.48,82.09,28,"83.27  2010-03-04 2018-12-13 HOURLY 175 KG  Basin,  Cain  Energy,  Yanam ANDHRA  PRADESH 15F44A ISRO1098 16.48 82.09  20"
ISRO1250,13.73,80.17,28,82.09  2010-12-30 2018-05-28 HOURLY 176 SHAR-Phase-2  ANDHRA  PRADESH 15F4E1 ISRO1249 13.73 80.17  2013-08-01 2019-02-01
ISRO1307,17.27,78.28,29,178 OBE_TESTING_HYD1 ANDHRA  PRADESH 15F51B ISRO1307 17.27 78.28  2011-01-21 2020-03-17 HOURLY 179 OBE_TESTING_HYD2 ANDH
ISRO1308,17.27,78.28,29,178 OBE_TESTING_HYD1 ANDHRA  PRADESH 15F51B ISRO1307 17.27 78.28  2011-01-21 2020-03-17 HOURLY 179 OBE_TESTING_HYD2 ANDH
ISRO0102,17.27,78.28,29,78.28  2011-01-21 2020-03-17 HOURLY 179 OBE_TESTING_HYD2 ANDHRA  PRADESH 15F51C ISRO1308 17.27 78.28  2019-08-22 2020-03
ISRO0103,17.27,78.28,29,17.27 78.28  2019-08-22 2020-03-17 HOURLY 180 KHONSA  ARUNACHAL 15F066 ISRO0102 27.19 95.47  2006-02-06 2017-07-23 HOURL
ISRO0104,27.19,95.47,29,27.19 95.47  2006-02-06 2017-07-23 HOURLY 181 Roing  ARUNACHAL 15F067 ISRO0103 28.14 95.83  2006-03-29 2011-07-18 HOURLY
ISRO0105,28.14,95.83,29,28.14 95.83  2006-03-29 2011-07-18 HOURLY 182 TEJU  ARUNACHAL 15F068 ISRO0104 27.92 96.17  2008-03-19 2017-07-26 HOURLY 
ISRO0106,27.92,96.17,29,27.92 96.17  2008-03-19 2017-07-26 HOURLY 183 NAMSAI  ARUNACHAL 15F069 ISRO0105 27.67 95.86  2007-11-26 2018-11-01 HOURL
ISRO0108,28.79,95.89,30,185 Anini  ARUNACHAL 15F06C ISRO0108 28.79 95.89  2008-10-01 2018-09-20 HOURLY 186 ITANAGAR  ARUNACHAL 15F06E ISRO0110 2
ISRO0110,28.79,95.89,30,185 Anini  ARUNACHAL 15F06C ISRO0108 28.79 95.89  2008-10-01 2018-09-20 HOURLY 186 ITANAGAR  ARUNACHAL 15F06E ISRO0110 2
ISRO0111,28.79,95.89,30,28.79 95.89  2008-10-01 2018-09-20 HOURLY 186 ITANAGAR  ARUNACHAL 15F06E ISRO0110 27.07 93.59  2008-03-11 2018-11-20 HOU
ISRO0112,27.07,93.59,30,27.07 93.59  2008-03-11 2018-11-20 HOURLY 187 DATORIJO  ARUNACHAL 15F06F ISRO0111 27.99 94.50  2008-03-14 2011-11-01 HOU
ISRO0113,27.99,94.5,30,27.99 94.50  2008-03-14 2011-11-01 HOURLY 188 BASAR  ARUNACHAL 15F070 ISRO0112 27.98 94.70  2008-03-28 2017-08-11 HOURLY
ISRO0114,27.98,94.7,30,27.98 94.70  2008-03-28 2017-08-11 HOURLY 189 PASIGHAT  ARUNACHAL 15F071 ISRO0113 28.07 95.34  2008-03-25 2019-01-22 HOU
ISRO0115,28.07,95.34,30,28.07 95.34  2008-03-25 2019-01-22 HOURLY 190 KOLORIANE  ARUNACHAL 15F072 ISRO0114 27.87 93.35  2009-04-30 2012-03-20 HO
ISRO0116,27.59,91.87,31,4-09 1-27 192 TAWANG  ARUNACHAL 15F074 ISRO0116 27.59 91.87  2007-12-03 2019-01-01 HOURLY 193 YINGKIONG  ARUNACHAL 15F07
ISRO0117,27.59,91.87,31,4-09 1-27 192 TAWANG  ARUNACHAL 15F074 ISRO0116 27.59 91.87  2007-12-03 2019-01-01 HOURLY 193 YINGKIONG  ARUNACHAL 15F07
ISRO0118,27.59,91.87,31,27.59 91.87  2007-12-03 2019-01-01 HOURLY 193 YINGKIONG  ARUNACHAL 15F075 ISRO0117 28.64 95.02  2008-03-10 2019-01-23 HO
ISRO1229,27.56,93.8,31,95.02  2008-03-10 2019-01-23 HOURLY 194 ZIRO  ARUNACHAL 15F076 ISRO0118 27.56 93.80  2007-11-26 2019-01-02 HOURLY 195 NE
ISRO1230,27.4,93.74,31,2019-01-02 HOURLY 195 NEEPCO.  Lower  Subansri. ARUNACHAL 15F4CD ISRO1229 27.40 93.74  2010-12-22 2019-01-02 HOURLY 196 
ISRO1333,27.51,93.54,31,"93.74  2010-12-22 2019-01-02 HOURLY 196 NEEPCO.  BDO  Office,  Mengio. ARUNACHAL 15F4CE ISRO1230 27.51 93.54  2010-12-20"
ISRO1334,27.47,93.75,32,198 Badletam  ARUNACHAL 15F536 ISRO1334 27.47 93.75  2011-01-20 2026-07-23 HOURLY 199 Gyabli  ARUNACHAL 15F537 ISRO1335 
ISRO1335,27.47,93.75,32,198 Badletam  ARUNACHAL 15F536 ISRO1334 27.47 93.75  2011-01-20 2026-07-23 HOURLY 199 Gyabli  ARUNACHAL 15F537 ISRO1335 
ISRO1336,27.47,93.75,32,27.47 93.75  2011-01-20 2026-07-23 HOURLY 199 Gyabli  ARUNACHAL 15F537 ISRO1335 27.54 93.73  2018-11-27 2026-07-24 HOURL
ISRO1337,27.62,93.7,33,201  Seya  ARUNACHAL 15F539 ISRO1337 27.62 93.70  2018-09-06 2026-07-10 HOURLY 202  Dem  ARUNACHAL 15F53A ISRO1338 27.62
ISRO1338,27.62,93.7,33,201  Seya  ARUNACHAL 15F539 ISRO1337 27.62 93.70  2018-09-06 2026-07-10 HOURLY 202  Dem  ARUNACHAL 15F53A ISRO1338 27.62
ISRO1339,27.62,93.7,33,15F539 ISRO1337 27.62 93.70  2018-09-06 2026-07-10 HOURLY 202  Dem  ARUNACHAL 15F53A ISRO1338 27.62 93.66  2018-09-06 20
ISRO1340,27.62,93.66,33,15F53A ISRO1338 27.62 93.66  2018-09-06 2023-09-20 HOURLY 203  Kungitot  ARUNACHAL 15F53B ISRO1339 27.57 93.63  2010-12-
ISRO1341,27.57,93.63,33,15F53B ISRO1339 27.57 93.63  2010-12-26 2026-07-10 HOURLY 204  Dodo  ARUNACHAL 15F53C ISRO1340 27.42 93.77  2011-02-18 2
ISRO1342,27.42,93.77,33,15F53C ISRO1340 27.42 93.77  2011-02-18 2025-03-16 HOURLY 205  Amgi  ARUNACHAL 15F53D ISRO1341 27.37 93.72  2019-02-11 2
ISRO1343,27.37,93.72,33,15F53D ISRO1341 27.37 93.72  2019-02-11 2025-08-04 HOURLY 206  Sima  ARUNACHAL 15F53E ISRO1342 27.35 93.47  2011-01-25 2
ISRO1344,27.41,93.55,34,208  Nakar  ARUNACHAL 15F540 ISRO1344 27.41 93.55  2019-02-11 2026-07-24 HOURLY 209  Searchgai  ARUNACHAL 15F541 ISRO134
ISRO1345,27.41,93.55,34,208  Nakar  ARUNACHAL 15F540 ISRO1344 27.41 93.55  2019-02-11 2026-07-24 HOURLY 209  Searchgai  ARUNACHAL 15F541 ISRO134
ISRO1346,27.41,93.55,34,15F540 ISRO1344 27.41 93.55  2019-02-11 2026-07-24 HOURLY 209  Searchgai  ARUNACHAL 15F541 ISRO1345 27.47 93.58  2019-02
ISRO1347,27.47,93.58,34,15F541 ISRO1345 27.47 93.58  2019-02-17 2025-06-04 HOURLY 210  Comp  ARUNACHAL 15F542 ISRO1346 27.45 93.68  2019-02-18 2
ISRO1348,27.45,93.68,34,15F542 ISRO1346 27.45 93.68  2019-02-18 2026-07-24 HOURLY 211  Kidding  ARUNACHAL 15F543 ISRO1347 27.54 93.46  2019-02-1
ISRO1349,27.54,93.46,34,15F543 ISRO1347 27.54 93.46  2019-02-16 2025-01-16 HOURLY 212  Langik  ARUNACHAL 15F544 ISRO1348 27.53 93.53  2019-02-11
ISRO1361,27.53,93.53,34,15F544 ISRO1348 27.53 93.53  2019-02-11 2025-09-25 HOURLY 213  Pange  ARUNACHAL 15F545 ISRO1349 27.56 93.91  2019-02-11 
ISRO1362,27.43,92.12,35,6-22 7-24 215  Nyukmadung  ARUNACHAL 15F552 ISRO1362 27.43 92.12  2022-06-22 2026-07-24 HOURLY 216  Khasso  ARUNACHAL 15
ISRO1363,27.43,92.12,35,6-22 7-24 215  Nyukmadung  ARUNACHAL 15F552 ISRO1362 27.43 92.12  2022-06-22 2026-07-24 HOURLY 216  Khasso  ARUNACHAL 15
ISRO1364,27.43,92.12,35,15F552 ISRO1362 27.43 92.12  2022-06-22 2026-07-24 HOURLY 216  Khasso  ARUNACHAL 15F553 ISRO1363 27.43 92.32  2022-10-14
ISRO1371,27.43,92.32,35,ISRO1363 27.43 92.32  2022-10-14 2026-07-24 HOURLY 217  Khoitam  ARUNACHAL 15F554 ISRO1364 27.33 92.44  2022-06-22 2026-
ISRO1372,27.33,92.44,35,15F554 ISRO1364 27.33 92.44  2022-06-22 2026-07-21 HOURLY 218  Pach  Hapa  village ARUNACHAL 15F55B ISRO1371 27.21 93.64
ISRO1373,27.21,93.64,35,ARUNACHAL 15F55B ISRO1371 27.21 93.64  2022-12-13 2026-07-24 219  Sagalee  ARUNACHAL 15F55C ISRO1372 27.25 93.49  2022-1
ISRO1380,27.34,96.03,36,"221  Joyrampur,  Changlang ARUNACHAL 15F564 ISRO1380 27.34 96.03  2023-09-27 2026-07-24 222  Segong  ARUNACHAL 15F56A IS"
ISRO1386,27.34,96.03,36,"221  Joyrampur,  Changlang ARUNACHAL 15F564 ISRO1380 27.34 96.03  2023-09-27 2026-07-24 222  Segong  ARUNACHAL 15F56A IS"
ISRO1387,27.34,96.03,36,"221  Joyrampur,  Changlang ARUNACHAL 15F564 ISRO1380 27.34 96.03  2023-09-27 2026-07-24 222  Segong  ARUNACHAL 15F56A IS"
ISRO1388,28.67,93.97,36,2026-07-24 222  Segong  ARUNACHAL 15F56A ISRO1386 28.67 93.97  2025-05-01 2026-07-24 223  Mechuka  ARUNACHAL 15F56B ISRO
ISRO1389,28.6,94.14,36,2026-07-24 223  Mechuka  ARUNACHAL 15F56B ISRO1387 28.60 94.14  2025-05-01 2026-07-24 224  Tato  ARUNACHAL 15F56C ISRO13
ISRO1390,28.52,94.37,36,2026-07-24 224  Tato  ARUNACHAL 15F56C ISRO1388 28.52 94.37  2025-05-01 2026-07-24 225  Chengo  ARUNACHAL 15F56D ISRO138
ISRO0021,28.83,94.24,36,2026-07-24 225  Chengo  ARUNACHAL 15F56D ISRO1389 28.83 94.24  2025-05-01 2026-07-24 226  Taiyong  ARUNACHAL 15F56E ISRO
ISRO0062,27.2,94.11,37,228  LAKHIMPUR  ASSAM  15F03E ISRO0062 27.20 94.11  2007-11-26 2018-12-06 HOURLY 229  Gawahati(KAHIKUCHI) ASSAM  15F040 
ISRO0064,27.2,94.11,37,228  LAKHIMPUR  ASSAM  15F03E ISRO0062 27.20 94.11  2007-11-26 2018-12-06 HOURLY 229  Gawahati(KAHIKUCHI) ASSAM  15F040 
ISRO0065,27.2,94.11,37,228  LAKHIMPUR  ASSAM  15F03E ISRO0062 27.20 94.11  2007-11-26 2018-12-06 HOURLY 229  Gawahati(KAHIKUCHI) ASSAM  15F040 
ISRO0066,26.18,91.72,37,229  Gawahati(KAHIKUCHI) ASSAM  15F040 ISRO0064 26.18 91.72  2006-05-08 2019-09-07 HOURLY 230  BONGAIGAON ASSAM  15F041 
ISRO0067,26.52,90.49,37,HOURLY 230  BONGAIGAON ASSAM  15F041 ISRO0065 26.52 90.49  2007-11-26 2018-11-29 HOURLY 231  GOSSAIGAON  ASSAM  15F042 I
ISRO0068,26.39,89.94,37,2018-11-29 HOURLY 231  GOSSAIGAON  ASSAM  15F042 ISRO0066 26.39 89.94  2007-11-26 2024-04-16 HOURLY 232  NALBARI  ASSAM 
ISRO0069,26.44,91.34,37,2024-04-16 HOURLY 232  NALBARI  ASSAM  15F043 ISRO0067 26.44 91.34  2007-11-26 2019-11-16 HOURLY 233  KARIMGUNJ  ASSAM  
ISRO0073,25.99,91.25,38,1-26 1-28 235  BOKO  ASSAM  15F049 ISRO0073 25.99 91.25  2007-11-26 2019-01-28 HOURLY 236  GOLAPARA  ASSAM  15F04A ISRO0
ISRO0074,25.99,91.25,38,1-26 1-28 235  BOKO  ASSAM  15F049 ISRO0073 25.99 91.25  2007-11-26 2019-01-28 HOURLY 236  GOLAPARA  ASSAM  15F04A ISRO0
ISRO0075,25.99,91.25,38,1-26 1-28 235  BOKO  ASSAM  15F049 ISRO0073 25.99 91.25  2007-11-26 2019-01-28 HOURLY 236  GOLAPARA  ASSAM  15F04A ISRO0
ISRO0076,26.19,90.57,38,2019-01-28 HOURLY 236  GOLAPARA  ASSAM  15F04A ISRO0074 26.19 90.57  2006-03-29 2019-11-06 HOURLY 237  MANGALDOI  ASSAM 
ISRO0077,26.44,92.01,38,2019-11-06 HOURLY 237  MANGALDOI  ASSAM  15F04B ISRO0075 26.44 92.01  2006-03-29 2016-08-25 HOURLY 238  Dhubri  ASSAM  1
ISRO0080,26.02,89.97,38,HOURLY 238  Dhubri  ASSAM  15F04C ISRO0076 26.02 89.97  2007-11-26 2021-10-12 HOURLY 239  Diphu  ASSAM  15F04D ISRO0077 
ISRO0092,26.63,93.13,39,241  SILGHAT  ASSAM  15F05C ISRO0092 26.63 93.13  2009-09-03 2017-07-31 HOURLY 242  MARGHERIETA ASSAM  15F05D ISRO0093 2
ISRO0093,26.63,93.13,39,241  SILGHAT  ASSAM  15F05C ISRO0092 26.63 93.13  2009-09-03 2017-07-31 HOURLY 242  MARGHERIETA ASSAM  15F05D ISRO0093 2
ISRO0094,26.63,93.13,39,241  SILGHAT  ASSAM  15F05C ISRO0092 26.63 93.13  2009-09-03 2017-07-31 HOURLY 242  MARGHERIETA ASSAM  15F05D ISRO0093 2
ISRO0095,27.27,95.65,39,242  MARGHERIETA ASSAM  15F05D ISRO0093 27.27 95.65  2007-11-26 2014-09-11 HOURLY 243  KHAJIRANGA  ASSAM  15F05E ISRO009
ISRO0096,26.57,93.39,39,HOURLY 243  KHAJIRANGA  ASSAM  15F05E ISRO0094 26.57 93.39  2007-11-26 2017-08-05 HOURLY 244  JORHAT(neist) ASSAM  15F05
ISRO0097,26.74,94.16,39,244  JORHAT(neist) ASSAM  15F05F ISRO0095 26.74 94.16  2007-11-26 2019-10-15 HOURLY 245  GOLAGHAT  ASSAM  15F060 ISRO009
ISRO0099,26.49,93.44,39,HOURLY 245  GOLAGHAT  ASSAM  15F060 ISRO0096 26.49 93.44  2007-11-26 2017-08-01 HOURLY 246  VISWANATH  CHARAL ASSAM  15F
ISRO0100,26.08,92.3,40,248  NELI  ASSAM  15F064 ISRO0100 26.08 92.30  2007-11-26 2017-07-16 HOURLY 249  KILLING  ASSAM  15F065 ISRO0101 25.96 9
ISRO0101,26.08,92.3,40,248  NELI  ASSAM  15F064 ISRO0100 26.08 92.30  2007-11-26 2017-07-16 HOURLY 249  KILLING  ASSAM  15F065 ISRO0101 25.96 9
ISRO0107,26.08,92.3,40,248  NELI  ASSAM  15F064 ISRO0100 26.08 92.30  2007-11-26 2017-07-16 HOURLY 249  KILLING  ASSAM  15F065 ISRO0101 25.96 9
ISRO1064,25.96,92.15,40,2017-07-16 HOURLY 249  KILLING  ASSAM  15F065 ISRO0101 25.96 92.15  2006-03-29 2016-07-26 HOURLY 250  TINSUKIA  ASSAM  1
ISRO1065,27.46,95.32,40,"2016-07-26 HOURLY 250  TINSUKIA  ASSAM  15F06B ISRO0107 27.46 95.32  2007-11-26 2018-12-31 HOURLY 251  TRA,  Silcuri  AS"
ISRO1066,24.73,92.79,40,"2018-12-31 HOURLY 251  TRA,  Silcuri  ASSAM  15F428 ISRO1064 24.73 92.79  2010-03-31 2019-01-02 HOURLY 252  Aenakhal  AS"
ISRO1067,24.59,92.55,40,2019-01-02 HOURLY 252  Aenakhal  ASSAM  15F429 ISRO1065 24.59 92.55  2010-03-31 2019-01-02 HOURLY 253  Dullabcherra  ASS
ISRO1068,26.73,94.23,41,"8-15 2-20 255  TRA,  Jorhat  ASSAM  15F42C ISRO1068 26.73 94.23  2010-08-15 2019-01-07 HOURLY 256  TRA,  Dikom  ASSAM  1"
ISRO1069,26.73,94.23,41,"8-15 2-20 255  TRA,  Jorhat  ASSAM  15F42C ISRO1068 26.73 94.23  2010-08-15 2019-01-07 HOURLY 256  TRA,  Dikom  ASSAM  1"
ISRO1070,26.73,94.23,41,"2-20 255  TRA,  Jorhat  ASSAM  15F42C ISRO1068 26.73 94.23  2010-08-15 2019-01-07 HOURLY 256  TRA,  Dikom  ASSAM  15F42D"
ISRO1071,27.47,95.09,41,"HOURLY 256  TRA,  Dikom  ASSAM  15F42D ISRO1069 27.47 95.09  2010-08-15 2019-01-02 HOURLY 257  TRA,  North  Block ASSAM "
ISRO1072,26.81,92.71,41,"HOURLY 257  TRA,  North  Block ASSAM  15F42E ISRO1070 26.81 92.71  2010-11-10 2019-01-02 HOURLY 258  Ananda  ASSAM  15F4"
ISRO1073,27.45,94.23,41,2019-01-02 HOURLY 258  Ananda  ASSAM  15F42F ISRO1071 27.45 94.23  2010-08-15 2019-01-02 HOURLY 259  Nagrijuli  ASSAM  1
ISRO1074,26.45,92.98,42,261  Salonah  ASSAM  15F432 ISRO1074 26.45 92.98  2010-12-12 2019-01-01 HOURLY 262  Borbam  ASSAM  15F434 ISRO1076 26.79
ISRO1076,26.45,92.98,42,261  Salonah  ASSAM  15F432 ISRO1074 26.45 92.98  2010-12-12 2019-01-01 HOURLY 262  Borbam  ASSAM  15F434 ISRO1076 26.79
ISRO1077,26.45,92.98,42,261  Salonah  ASSAM  15F432 ISRO1074 26.45 92.98  2010-12-12 2019-01-01 HOURLY 262  Borbam  ASSAM  15F434 ISRO1076 26.79
ISRO1078,26.79,94.53,42,2019-01-01 HOURLY 262  Borbam  ASSAM  15F434 ISRO1076 26.79 94.53  2011-01-19 2017-07-23 HOURLY 263  Madhuban  ASSAM  15
ISRO1101,27.38,95.34,42,HOURLY 263  Madhuban  ASSAM  15F435 ISRO1077 27.38 95.34  2010-11-24 2019-01-01 HOURLY 264  Bakahola  ASSAM  15F436 ISRO
ISRO1102,26.62,94.21,42,"264  Bakahola  ASSAM  15F436 ISRO1078 26.62 94.21  2014-06-26 2019-01-02 HOURLY 265  Regional  Science  Centre,  Khanpar"
ISRO1103,26.12,91.82,42,"ASSAM  15F44D ISRO1101 26.12 91.82  2010-11-27 2019-01-02 HOURLY 266  North  Guwhathi  College,  North  Guwhathi ASSAM  "
ISRO1104,27.48,94.55,43,"College,Goalpara 1-25 1-05 268  Dhemaji  Degree  College,  Dhemaji ASSAM  15F450 ISRO1104 27.48 94.55  2010-12-22 2018-1"
ISRO1105,27.48,94.55,43,"College,Goalpara 1-25 1-05 268  Dhemaji  Degree  College,  Dhemaji ASSAM  15F450 ISRO1104 27.48 94.55  2010-12-22 2018-1"
ISRO1106,27.48,94.55,43,"ASSAM  15F450 ISRO1104 27.48 94.55  2010-12-22 2018-12-31 HOURLY 269  Jonai  Higher  Secondary  School,  Jonai ASSAM  15"
ISRO1107,27.83,95.23,43,"ASSAM  15F451 ISRO1105 27.83 95.23  2010-11-23 2014-12-16 HOURLY 270  Rangiya  Degree  College,  Rangiya ASSAM  15F452 I"
ISRO1108,26.43,91.61,43,ASSAM  15F452 ISRO1106 26.43 91.61  2010-07-01 2018-12-18 HOURLY 271  Assam  Science  Technology  &  Engironment  Counci
ISRO1109,27.03,95.02,44,"273  Sonari  Degree  College,  Sonari,  Sivsagar ASSAM  15F455 ISRO1109 27.03 95.02  2011-01-07 2020-07-28 HOURLY 274  D"
ISRO1110,27.03,95.02,44,"273  Sonari  Degree  College,  Sonari,  Sivsagar ASSAM  15F455 ISRO1109 27.03 95.02  2011-01-07 2020-07-28 HOURLY 274  D"
ISRO1111,27.03,95.02,44,"ASSAM  15F455 ISRO1109 27.03 95.02  2011-01-07 2020-07-28 HOURLY 274  Duliajan  Degree  College,  Duliajan ASSAM  15F456"
ISRO1112,27.34,95.31,44,"ASSAM  15F456 ISRO1110 27.34 95.31  2010-11-24 2019-01-02 HOURLY 275  Sadiya  Govt  Higher  Secondary  School  ,  Sadiya"
ISRO1113,27.91,95.77,44,"ASSAM  15F457 ISRO1111 27.91 95.77  2010-12-10 2020-06-14 HOURLY 276  President,  Gharowa,  Lumding ASSAM  15F458 ISRO11"
ISRO1114,25.75,93.18,44,"ASSAM  15F458 ISRO1112 25.75 93.18  2010-11-28 2019-05-28 HOURLY 277  Higher  Secondary  School,  Hamren. ASSAM  15F459 "
